Age Range,Experience,Industry,Job Title,Education,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
38-41,20,Health Care,Controller,Master's Degree,United States,195000.0,1000.0,0.0,Female
38-41,9,Education,Manager,High School Diploma,United States,70000.0,1000.0,0.0,Female
38-41,15,Biotech,Computer Systems Software Architect,Bachelor's Degree,United States,105000.0,1000.0,0.0,Female
38-41,18,Optical,Business Management Analyst,Bachelor's Degree,United States,36000.0,1200.0,0.0,Female
38-41,15,Food Manufacturing,Other,Associate Degree,United States,73840.0,1200.0,0.0,Female
38-41,19,Health Care,Phlebotomists,Bachelor's Degree,United States,44000.0,1500.0,0.0,Female
38-41,15,Insurance,Other,Some college,United States,48000.0,1500.0,0.0,Female
38-41,17,Rental And Leasing Services,Community Health Education Coordinator,Master's Degree,United States,54000.0,1500.0,0.0,Female
38-41,5,Health Care,Therapist,Master's Degree,United States,65000.0,1500.0,0.0,Female
38-41,13,Health Care,Clinical Informatics Analyst,Master's Degree,United States,110000.0,1500.0,0.0,Female
38-41,11,Biotech,Manager,Bachelor's Degree,Argentina,17.81,2.14,0.0,Female
38-41,10,Sales,Sales,Bachelor's Degree,United States,38000.0,2000.0,0.0,Female
38-41,20,Hospitality Management,General Manager,Bachelor's Degree,United States,45000.0,2000.0,0.0,Female
38-41,20,Manufacturing,Computer Customer Support Specialist,Some college,United States,48000.0,2000.0,0.0,Female
38-41,10,Finance,Accountant,Associate Degree,United States,49800.0,2000.0,0.0,Female
38-41,9,Education,Manager,Bachelor's Degree,United States,51000.0,2000.0,0.0,Female
38-41,5,Youtuber,Fruit Buyer,Bachelor's Degree,Canada,39172.3,1478.2,0.0,Female
38-41,17,Rental And Leasing Services,Clinical Athletic Instructor,Doctoral Degree,United States,60000.0,2000.0,0.0,Female
38-41,17,Law/Legal/Attorney,Paralegal,Associate Degree,United States,65000.0,2000.0,0.0,Female
38-41,10,Architecture,Architects,Master's Degree,United States,70000.0,2000.0,0.0,Female
38-41,15,Insurance,Research,High School Diploma,United States,71000.0,2000.0,0.0,Female
38-41,8,Dental,Animal Care Giver,Master's Degree,United States,77000.0,2000.0,0.0,Female
38-41,15,Insurance,Manager,Master's Degree,United States,80000.0,2000.0,0.0,Female
38-41,15,Non-Profit,Project Manager,Master's Degree,United States,80000.0,2000.0,0.0,Female
38-41,10,Construction,Business Office Manager,Bachelor's Degree,United States,80000.0,2000.0,0.0,Female
38-41,14,Tech/Technology,Manager,Master's Degree,United States,85900.0,2000.0,0.0,Female
38-41,6,Construction,Assistant Manager,Bachelor's Degree,United States,86000.0,2000.0,0.0,Female
38-41,16,Non-Profit,Communications,Master's Degree,United States,90000.0,2000.0,0.0,Female
38-41,12,Health Care,Attorney At Law,Bachelor's Degree,United States,102000.0,2000.0,0.0,Female
38-41,15,Biotech,Manager,Some college,Canada,77605.5,1478.2,0.0,Female
38-41,10,Medical Field/Medicine,Pharmacist,Doctoral Degree,United States,131000.0,2000.0,0.0,Female
38-41,10,Health Care,Analyst,Bachelor's Degree,United States,140000.0,2000.0,0.0,Female
38-41,10,Medical Field/Medicine,Nurse,Associate Degree,United States,150000.0,2000.0,0.0,Female
38-41,11,Health Care,Nurse,Master's Degree,United States,165000.0,2000.0,0.0,Female
38-41,8,Retail,Merchandise Buyer,Bachelor's Degree,United States,87200.0,2000.0,0.0,Female
38-41,20,Retail,Assistant Manager,High School Diploma,United States,65100.0,2300.0,0.0,Female
38-41,6,Accounting,Staff Accountant,Bachelor's Degree,United States,47000.0,2500.0,0.0,Female
38-41,8,Administration,Executive Assistant,Some college,United States,57000.0,2500.0,0.0,Female
38-41,8,Law/Legal/Attorney,Coo,Bachelor's Degree,United States,60000.0,2500.0,0.0,Female
38-41,15,Education,Consultant,Master's Degree,United States,64000.0,2500.0,0.0,Female
38-41,17,Fast Food,Computer Customer Support Specialist,Some college,United States,64500.0,2500.0,0.0,Female
38-41,20,Gaming,Manager,Some college,United States,75000.0,2500.0,0.0,Female
38-41,15,Accounting,Business Office Manager,Some college,Canada,59128.0,1847.75,0.0,Female
38-41,1,Health Care,Manager,Trade School,United States,60000.0,2600.0,0.0,Female
38-41,12,Health Care,It Programmer,Master's Degree,United States,130000.0,2600.0,0.0,Female
38-41,10,Aviation,Corporate,Some college,United States,65000.0,2800.0,0.0,Female
38-41,15,Banking,Banker,Associate Degree,United States,46000.0,3000.0,0.0,Female
38-41,10,Finance,Customer Service,Associate Degree,United States,48900.0,3000.0,0.0,Female
38-41,9,Non-Profit,Executive Assistant,Bachelor's Degree,United States,52000.0,3000.0,0.0,Female
38-41,15,Education,Manager,Bachelor's Degree,Canada,42867.8,2217.3,0.0,Female
38-41,3,Dental,Dental Secretary,High School Diploma,United States,59000.0,3000.0,0.0,Female
38-41,4,Health Care,Computer Operations Manager,Associate Degree,United States,62000.0,3000.0,0.0,Female
38-41,10,Architecture,Data Analyst,Bachelor's Degree,United States,65000.0,3000.0,0.0,Female
38-41,7,Health Care,Manager,Some college,United States,66800.0,3000.0,0.0,Female
38-41,12,E-Commerce,Document Clerk,Bachelor's Degree,Canada,55432.5,2217.3,0.0,Female
38-41,15,Finance,Underwriting Service Representative,Bachelor's Degree,United States,75000.0,3000.0,0.0,Female
38-41,13,Education,Principal,Master's Degree,United States,76000.0,3000.0,0.0,Female
38-41,11,Health Care,Director,Bachelor's Degree,United States,82000.0,3000.0,0.0,Female
38-41,7,Health Care,Nurse,Bachelor's Degree,United States,83000.0,3000.0,0.0,Female
38-41,7,Biotech,Project Manager,Master's Degree,United States,87000.0,3000.0,0.0,Female
38-41,15,Government/County,Budget Officer,Master's Degree,United States,87000.0,3000.0,0.0,Female
38-41,3,Health Care,Nurse,Bachelor's Degree,United States,92000.0,3000.0,0.0,Female
38-41,3,Property Management,District Sales Manager,Doctoral Degree,United States,97500.0,3000.0,0.0,Female
38-41,20,Marketing,Director,Associate Degree,United States,120000.0,3000.0,0.0,Female
38-41,11,Non-Profit,Director,Master's Degree,United States,120000.0,3000.0,0.0,Female
38-41,2,Insurance,Claims Analyst,Some college,United States,122720.0,3000.0,0.0,Female
38-41,18,Engineering,Manager,Master's Degree,United States,156000.0,3000.0,0.0,Female
38-41,10,Marketing,New Client Banking Services Clerk,Bachelor's Degree,United States,75000.0,3000.0,0.0,Female
38-41,12,Merchandise/Cpg,Director,Bachelor's Degree,United States,70000.0,3000.0,0.0,Female
38-41,12,Insurance,Contracting Manager,Bachelor's Degree,United States,51000.0,3000.0,0.0,Female
38-41,12,Construction,Assistant Manager,Some college,United States,52000.0,3500.0,0.0,Female
38-41,15,Pharmacy,Pharmacist,Doctoral Degree,United States,130000.0,3500.0,0.0,Female
38-41,12,Furniture And Home Furnishings Stores,Nanny,Master's Degree,United States,42000.0,4000.0,0.0,Female
38-41,7,Digital,Computer Operations Manager,Bachelor's Degree,United States,53000.0,4000.0,0.0,Female
38-41,15,Retail,Department Store Manager,High School Diploma,United States,57000.0,4000.0,0.0,Female
38-41,15,Insurance,Property And Casualty Insurance Claims Examiner,Some college,United States,60000.0,4000.0,0.0,Female
38-41,20,Retail,General Manager,Some college,United States,67000.0,4000.0,0.0,Female
38-41,3,Administration,Account Assistant,Bachelor's Degree,United States,70000.0,4000.0,0.0,Female
38-41,10,Insurance,Athletic Trainers,Some college,Canada,52476.1,2956.4,0.0,Female
38-41,11,Hr/Payroll,Other,Bachelor's Degree,United States,71000.0,4000.0,0.0,Female
38-41,19,Insurance,Claims Analyst,Trade School,United States,72000.0,4000.0,0.0,Female
38-41,13,Distribution,Other,High School Diploma,United States,72000.0,4000.0,0.0,Female
38-41,15,Academia,Director,Bachelor's Degree,United States,97850.0,4000.0,0.0,Female
38-41,6,Health Care,Computer Operations Manager,Master's Degree,United States,113000.0,4000.0,0.0,Female
38-41,8,Biotech,Executive Assistant,Some college,United States,57000.0,4000.0,0.0,Female
38-41,17,Accounting,Aviation Medicine Specialist,Bachelor's Degree,United States,50000.0,5000.0,0.0,Female
38-41,11,Engineering,Engineer,Associate Degree,United States,56000.0,5000.0,0.0,Female
38-41,3,Building Construction,Business Office Manager,Some college,Canada,43045.18,3695.5,0.0,Female
38-41,4,Rental And Leasing Services,Social Workers,Bachelor's Degree,Canada,45824.2,3695.5,0.0,Female
38-41,20,Accounting,Accountant,Some college,United States,65000.0,5000.0,0.0,Female
38-41,20,Oncology,Executive Assistant,Some college,United States,68000.0,5000.0,0.0,Female
38-41,15,Air Transportation,Other,High School Diploma,United States,70000.0,5000.0,0.0,Female
38-41,8,Finance,Communication Manager,Master's Degree,United States,74500.0,5000.0,0.0,Female
38-41,20,Construction,Marketing,Bachelor's Degree,United States,75000.0,5000.0,0.0,Female
38-41,2,Manufacturing,Account Coordinator,Some college,United States,75000.0,5000.0,0.0,Female
38-41,20,Finance,Analyst,Trade School,Canada,62084.4,3695.5,0.0,Female
38-41,5,Biotech,Corporate,Bachelor's Degree,United States,94000.0,5000.0,0.0,Female
38-41,4,Insurance,Manager,Bachelor's Degree,United States,100000.0,5000.0,0.0,Female
38-41,15,Biotech,Die Designer,Bachelor's Degree,United States,103000.0,5000.0,0.0,Female
38-41,15,Construction,Director,No Schooling,United States,110000.0,5000.0,0.0,Female
38-41,17,Health Care,Manager,Master's Degree,United States,121500.0,5000.0,0.0,Female
38-41,12,Health Care,Director,Doctoral Degree,United States,128000.0,5000.0,0.0,Female
38-41,15,Advertising,Director,Bachelor's Degree,United States,187200.0,5000.0,0.0,Female
38-41,13,Real Estate/Housing,General Counsel,Doctoral Degree,United States,220000.0,5000.0,0.0,Female
38-41,12,Marketing,Brand Manager,Master's Degree,United States,140000.0,5000.0,0.0,Female
38-41,10,Sales,Manager,Associate Degree,United States,65000.0,5000.0,0.0,Female
38-41,14,Retail,Digital Marketing Manager,Bachelor's Degree,United States,91000.0,5100.0,0.0,Female
38-41,4,Law/Legal/Attorney,Paralegal,Associate Degree,United States,67500.0,5500.0,0.0,Female
38-41,9,Mortgage,Poker Room Supervisor,High School Diploma,United States,90000.0,5500.0,0.0,Female
38-41,20,Banking,Business Management Analyst,Some college,United States,93000.0,5500.0,0.0,Female
38-41,9,Insurance,Commercial Artist,Associate Degree,United States,57200.0,5600.0,0.0,Female
38-41,2,Logistics,Communicable Disease Specialist,Some college,United States,50000.0,6000.0,0.0,Female
38-41,19,Finance,Actuarial Associate,Some college,United States,65500.0,6000.0,0.0,Female
38-41,4,Gaming,Oyster Buyer,Bachelor's Degree,United States,71000.0,6000.0,0.0,Female
38-41,8,Education,Computer Operations Manager,Master's Degree,United States,74000.0,6000.0,0.0,Female
38-41,7,Construction,Engineer,Some college,United States,93000.0,6000.0,0.0,Female
38-41,12,Manufacturing,Communication Manager,Master's Degree,United States,99000.0,6000.0,0.0,Female
38-41,20,Health Care,Manager,Master's Degree,United States,100000.0,6000.0,0.0,Female
38-41,15,Architecture,Lan Administrator,Bachelor's Degree,United States,117000.0,6000.0,0.0,Female
38-41,15,Computer Software,Computer Software Training Specialist,Associate Degree,United States,42317.0,6105.0,0.0,Female
38-41,3,Health Care,Manager,Bachelor's Degree,United States,63000.0,6300.0,0.0,Female
38-41,20,Finance,Accountant,Some college,United States,64000.0,6400.0,0.0,Female
38-41,11,Insurance,Dj,Bachelor's Degree,United States,81070.68,6728.0,0.0,Female
38-41,2,Insurance,Computer Customer Support Specialist,Associate Degree,United States,49800.0,7000.0,0.0,Female
38-41,7,E-Commerce,Manager,Master's Degree,United States,105000.0,7000.0,0.0,Female
38-41,12,Consulting,Consultant,Bachelor's Degree,United States,140000.0,7000.0,0.0,Female
38-41,15,Retail,Department Store Manager,High School Diploma,United States,67000.0,7500.0,0.0,Female
38-41,15,Finance,Director,Bachelor's Degree,United States,75000.0,7500.0,0.0,Female
38-41,15,Postal Service,Director,Master's Degree,United States,110000.0,7500.0,0.0,Female
38-41,14,Manufacturing,Paralegal,Bachelor's Degree,United States,77280.0,7728.0,0.0,Female
38-41,6,Medical Field/Medicine,Manager,Bachelor's Degree,United States,78000.0,7800.0,0.0,Female
38-41,4,Fitness,Manager,High School Diploma,United States,37500.0,8000.0,0.0,Female
38-41,15,Retail,Department Store Manager,Bachelor's Degree,United States,76750.0,8000.0,0.0,Female
38-41,6,Construction,Accounting,Bachelor's Degree,United States,98000.0,8000.0,0.0,Female
38-41,15,Merchant Wholesalers,Manager,Bachelor's Degree,United States,102000.0,8000.0,0.0,Female
38-41,14,Architecture,Project Manager,Bachelor's Degree,United States,115000.0,8000.0,0.0,Female
38-41,20,Administration,Coo,Master's Degree,United States,135000.0,8400.0,0.0,Female
38-41,11,Human Resources,Computer Systems Software Architect,Associate Degree,United States,85000.0,8500.0,0.0,Female
38-41,13,Internet,Manager,Master's Degree,United States,86000.0,8600.0,0.0,Female
38-41,15,Internet,Director,Some college,United States,88000.0,8800.0,0.0,Female
38-41,15,Biotech,Account Manager,Some college,United States,63000.0,9000.0,0.0,Female
38-41,16,Manufacturing,Communications,Bachelor's Degree,United States,111000.0,9000.0,0.0,Female
38-41,20,Insurance,Analyst,Some college,United States,92000.0,9200.0,0.0,Female
38-41,10,Marketing,Manager,Bachelor's Degree,United States,95000.0,9500.0,0.0,Female
38-41,20,Hospitals,General Manager,Bachelor's Degree,United States,95000.0,9500.0,0.0,Female
38-41,16,Social Assistance,Case Work Aide,Master's Degree,United States,96000.0,9600.0,0.0,Female
38-41,15,Communications/Media,Manager,Some college,United States,75500.0,10000.0,0.0,Female
38-41,15,Computer And Electronics,Concrete Engineering Technician,Associate Degree,United States,77000.0,10000.0,0.0,Female
38-41,18,Logistics,Security,Master's Degree,United States,80000.0,10000.0,0.0,Female
38-41,20,Insurance,Other,Associate Degree,United States,80000.0,10000.0,0.0,Female
38-41,14,Construction,Account Manager,Bachelor's Degree,United States,90000.0,10000.0,0.0,Female
38-41,10,Banking,Executive Assistant,Master's Degree,United States,90000.0,10000.0,0.0,Female
38-41,20,Human Resources,Employee Relations Specialist,Master's Degree,United States,91000.0,10000.0,0.0,Female
38-41,20,Tourism/Travel,Manager,Bachelor's Degree,United States,95000.0,10000.0,0.0,Female
38-41,20,Investment,Manager,Bachelor's Degree,United States,98000.0,10000.0,0.0,Female
38-41,9,Construction,Accounting,Bachelor's Degree,United States,100000.0,10000.0,0.0,Female
38-41,10,Rental And Leasing Services,Digital Marketing Manager,Master's Degree,United States,100000.0,10000.0,0.0,Female
38-41,15,Publishing,Assistant Account Executive,Bachelor's Degree,United States,100000.0,10000.0,0.0,Female
38-41,5,Architecture,Team Assembly Line Machine Operator,Bachelor's Degree,United States,101000.0,10000.0,0.0,Female
38-41,16,Consulting,Youth Program Director,Master's Degree,United States,103000.0,10000.0,0.0,Female
38-41,11,Automotive,Account Manager,Associate Degree,United States,110000.0,10000.0,0.0,Female
38-41,20,Aviation,Recruiter,Some college,United States,111000.0,10000.0,0.0,Female
38-41,15,Health Care,Emergency Room Rn,Bachelor's Degree,United States,112000.0,10000.0,0.0,Female
38-41,6,Accounting,Manager,Bachelor's Degree,United States,115000.0,10000.0,0.0,Female
38-41,16,Retail,Director,Bachelor's Degree,United States,115000.0,10000.0,0.0,Female
38-41,16,Law/Legal/Attorney,Lawyer,Doctoral Degree,United States,115000.0,10000.0,0.0,Female
38-41,6,Logistics,Director,Associate Degree,United States,120000.0,10000.0,0.0,Female
38-41,16,Marketing,Marketing,Bachelor's Degree,United States,130000.0,10000.0,0.0,Female
38-41,20,Retail,Sr. Director,Bachelor's Degree,United States,165000.0,10000.0,0.0,Female
38-41,14,Publishing,Director,Bachelor's Degree,United States,180000.0,10000.0,0.0,Female
38-41,16,Marketing,Vice President Of Sales,Bachelor's Degree,United States,190000.0,10000.0,0.0,Female
38-41,8,Health Care,Nurse,Master's Degree,United States,200000.0,10000.0,0.0,Female
38-41,10,Medical Field/Medicine,Board Certified Family Physician,Doctoral Degree,United States,300000.0,10000.0,0.0,Female
38-41,15,Retail,Commercial Specialist,High School Diploma,United States,325000.0,10000.0,0.0,Female
38-41,15,Health Care,Email Marketing Manager,Bachelor's Degree,United States,100000.0,10000.0,0.0,Female
38-41,15,Banking,Die Designer,Bachelor's Degree,United States,95000.0,10500.0,0.0,Female
38-41,15,Health Care,Director,Master's Degree,United States,105000.0,10500.0,0.0,Female
38-41,16,Apparel,Manager,Bachelor's Degree,United States,109000.0,10900.0,0.0,Female
38-41,3,Insurance,Claims Analyst,Some college,United States,73500.0,11000.0,0.0,Female
38-41,11,Finance,Team Assembly Line Machine Operator,Bachelor's Degree,United States,74000.0,11000.0,0.0,Female
38-41,16,Banking,Project Manager,Bachelor's Degree,United States,95000.0,11000.0,0.0,Female
38-41,10,Hr/Payroll,Other,Some college,Canada,81301.0,8130.1,0.0,Female
38-41,15,Insurance,Bank Branch Manager,Some college,United States,110000.0,11000.0,0.0,Female
38-41,15,Technical Services,Content Creator,Bachelor's Degree,United States,111000.0,11000.0,0.0,Female
38-41,20,Information Technology/It,Project Manager,Bachelor's Degree,United States,120000.0,11000.0,0.0,Female
38-41,16,Health Care,Manager,Master's Degree,United States,126000.0,11000.0,0.0,Female
38-41,15,Finance,Actuarial Associate,Bachelor's Degree,United States,147000.0,11000.0,0.0,Female
38-41,18,Biotech,Corporate,Some college,United States,110000.0,11000.0,0.0,Female
38-41,15,Pharmacy,Manager,Bachelor's Degree,United States,145000.0,11500.0,0.0,Female
38-41,5,Digital,Account Manager,Some college,United States,50000.0,12000.0,0.0,Female
38-41,15,Finance,Contract Administrator,Bachelor's Degree,United States,78000.0,12000.0,0.0,Female
38-41,20,Retail,Department Store Manager,Some college,United States,100000.0,12000.0,0.0,Female
38-41,10,Sales,Account Executive,Some college,United States,104000.0,12000.0,0.0,Female
38-41,14,Science,Director,Bachelor's Degree,United States,110000.0,12000.0,0.0,Female
38-41,15,Manufacturing,Sourcing Manager,Master's Degree,United States,120000.0,12000.0,0.0,Female
38-41,15,Manufacturing,Intern,Bachelor's Degree,United States,120000.0,12000.0,0.0,Female
38-41,12,Restaurant,Manager,Some college,United States,121000.0,12000.0,0.0,Female
38-41,12,Payroll/Taxes,Product Manager,Bachelor's Degree,United States,150000.0,12000.0,0.0,Female
38-41,7,Retail,Manager,Bachelor's Degree,United States,45900.0,12400.0,0.0,Female
38-41,14,Biotech,Manager,Some college,United States,125000.0,12500.0,0.0,Female
38-41,4,Banking,Analyst,High School Diploma,Canada,62823.5,9423.52,0.0,Female
38-41,14,Health Care,Data Operations Director,Master's Degree,United States,128000.0,12800.0,0.0,Female
38-41,10,Sales,Account Manager,Bachelor's Degree,United States,50000.0,13000.0,0.0,Female
38-41,4,Banking,Commercial Specialist,Associate Degree,United States,90000.0,13000.0,0.0,Female
38-41,14,Manufacturing,Manager,Master's Degree,United States,120000.0,13000.0,0.0,Female
38-41,8,Research,Vp,Bachelor's Degree,United States,125000.0,13000.0,0.0,Female
38-41,10,Plumbing,Manager,Bachelor's Degree,United States,135000.0,13000.0,0.0,Female
38-41,12,Sales,Manager,Bachelor's Degree,United States,137000.0,13000.0,0.0,Female
38-41,10,Health Care,Business Management Analyst,Master's Degree,United States,138000.0,13000.0,0.0,Female
38-41,10,Biomedical,Consultant,Master's Degree,United States,140000.0,13000.0,0.0,Female
38-41,5,Cyber Security,Manager,Master's Degree,United States,140000.0,13000.0,0.0,Female
38-41,18,Consulting,Consultant,Master's Degree,United States,131000.0,13100.0,0.0,Female
38-41,3,Biotech,Product Manager,Some college,United States,87000.0,14000.0,0.0,Female
38-41,12,Banking,Quality Assurance Analysts And Testers,Bachelor's Degree,United States,87800.0,14000.0,0.0,Female
38-41,5,Computer Software,Product Manager,Bachelor's Degree,United States,97000.0,14000.0,0.0,Female
38-41,14,Clothing And Clothing Accessories Stores,Manager,Master's Degree,United States,98000.0,14000.0,0.0,Female
38-41,12,Beauty/Cosmetics,Director,Bachelor's Degree,United States,140000.0,14000.0,0.0,Female
38-41,12,Manufacturing,Digital Marketing Manager,Bachelor's Degree,United States,60000.0,15000.0,0.0,Female
38-41,10,Marketing,Other,Bachelor's Degree,United States,78000.0,15000.0,0.0,Female
38-41,20,Retail,General Manager,High School Diploma,United States,80000.0,15000.0,0.0,Female
38-41,8,Clean Energy,Manager,Master's Degree,United States,95500.0,15000.0,0.0,Female
38-41,20,Telecommunications,Manager,Some college,United States,98000.0,15000.0,0.0,Female
38-41,10,Advertising,Manager,Master's Degree,United States,100000.0,15000.0,0.0,Female
38-41,20,Health Care,Director,Bachelor's Degree,United States,102000.0,15000.0,0.0,Female
38-41,15,Non-Profit,Manager,Master's Degree,United States,103000.0,15000.0,0.0,Female
38-41,15,Investment,Manager,Bachelor's Degree,United States,104000.0,15000.0,0.0,Female
38-41,16,Education,Computer Operations Manager,Some college,United States,104000.0,15000.0,0.0,Female
38-41,15,Finance,Administrative Assistant,Bachelor's Degree,United States,105000.0,15000.0,0.0,Female
38-41,15,Human Resources,Human Resource,Bachelor's Degree,United States,110000.0,15000.0,0.0,Female
38-41,12,Construction,Account Manager,Bachelor's Degree,United States,115000.0,15000.0,0.0,Female
38-41,15,Finance,Product Manager,Some college,United States,125000.0,15000.0,0.0,Female
38-41,16,Tech/Technology,Manager,Bachelor's Degree,United States,125000.0,15000.0,0.0,Female
38-41,20,Sales,Account Executive,Bachelor's Degree,United States,125000.0,15000.0,0.0,Female
38-41,6,Pharmacy,Manager,Some college,United States,130000.0,15000.0,0.0,Female
38-41,17,Communications/Media,Director,Bachelor's Degree,United States,130000.0,15000.0,0.0,Female
38-41,20,Health Care,Director,Master's Degree,United States,166000.0,15000.0,0.0,Female
38-41,12,Real Estate/Housing,Property Manager,High School Diploma,United States,70500.0,16000.0,0.0,Female
38-41,20,Law/Legal/Attorney,Paralegal,Some college,United States,75000.0,16000.0,0.0,Female
38-41,18,Insurance,Assistant Director,Bachelor's Degree,United States,115000.0,16000.0,0.0,Female
38-41,18,Information Technology/It,Engineering Manager,Bachelor's Degree,United States,160000.0,16000.0,0.0,Female
38-41,20,Consulting,Director,Master's Degree,United States,180000.0,16000.0,0.0,Female
38-41,10,Telecommunications,Manager,Bachelor's Degree,United States,110000.0,17000.0,0.0,Female
38-41,10,Insurance,Chorus Master,Master's Degree,United States,115000.0,17000.0,0.0,Female
38-41,16,Defense,Manager,Bachelor's Degree,United States,172000.0,17000.0,0.0,Female
38-41,16,Fast Food,Product Manager,Bachelor's Degree,United States,116000.0,17400.0,0.0,Female
38-41,7,Biotech,Communications,Some college,United States,118000.0,17700.0,0.0,Female
38-41,18,Hospitality Management,Accounting,Master's Degree,United States,119350.0,17900.0,0.0,Female
38-41,12,Computer Software,Manager,Master's Degree,United States,120000.0,18000.0,0.0,Female
38-41,14,Information Technology/It,Manager,Master's Degree,United States,124420.0,18000.0,0.0,Female
38-41,17,Consulting,Principal,Bachelor's Degree,United States,160000.0,18000.0,0.0,Female
38-41,15,Marketing,Marketing Director,Master's Degree,United States,180000.0,18000.0,0.0,Female
38-41,11,Insurance,Manager,Some college,United States,65000.0,20000.0,0.0,Female
38-41,20,Biotech,Consultant,Some college,United States,83000.0,20000.0,0.0,Female
38-41,8,Furniture And Home Furnishings Stores,District Sales Manager,Trade School,United States,85000.0,20000.0,0.0,Female
38-41,6,Insurance,Coo,Bachelor's Degree,United States,87000.0,20000.0,0.0,Female
38-41,20,Insurance,Vice President Of Sales,High School Diploma,United States,88000.0,20000.0,0.0,Female
38-41,13,Sales,Electroplating Sales Representative,Bachelor's Degree,Canada,66519.0,14782.0,0.0,Female
38-41,20,Construction,Business Office Manager,Associate Degree,United States,90000.0,20000.0,0.0,Female
38-41,10,Recruitment/Staffing,Recruiter,Bachelor's Degree,United States,98000.0,20000.0,0.0,Female
38-41,20,Health Care,Director,Trade School,United States,100000.0,20000.0,0.0,Female
38-41,6,Logistics,Other,Some college,United States,106000.0,20000.0,0.0,Female
38-41,18,Furniture And Home Furnishings Stores,Director,Doctoral Degree,Canada,81301.0,14782.0,0.0,Female
38-41,15,Retail,Manager,Bachelor's Degree,Canada,88692.0,14782.0,0.0,Female
38-41,15,Merchandise/Cpg,Electronic Parts Designer,Bachelor's Degree,United States,125000.0,20000.0,0.0,Female
38-41,18,Pharmacy,Manager,Master's Degree,United States,133000.0,20000.0,0.0,Female
38-41,17,Hospitality Management,Director,Master's Degree,United States,135000.0,20000.0,0.0,Female
38-41,10,Consulting,Director,Bachelor's Degree,United States,140000.0,20000.0,0.0,Female
38-41,16,Law/Legal/Attorney,Executive Assistant,Bachelor's Degree,United States,145000.0,20000.0,0.0,Female
38-41,10,Science,Manager,Bachelor's Degree,United States,146000.0,20000.0,0.0,Female
38-41,14,Architecture,Engineering Manager,Master's Degree,United States,147000.0,20000.0,0.0,Female
38-41,10,Biotech,Manager,Doctoral Degree,United States,160000.0,20000.0,0.0,Female
38-41,7,Biotech,Other,Master's Degree,United States,200000.0,20000.0,0.0,Female
38-41,13,Marketing,Director,Master's Degree,United States,200000.0,20000.0,0.0,Female
38-41,15,Hospitality Management,General Manager,Master's Degree,United States,93000.0,20000.0,0.0,Female
38-41,10,Computer Software,Copy Writer,Master's Degree,United States,134000.0,20100.0,0.0,Female
38-41,16,Human Resources,Other,Bachelor's Degree,Canada,75388.2,15077.64,0.0,Female
38-41,12,Mortgage,Manager,Bachelor's Degree,United States,145000.0,21750.0,0.0,Female
38-41,6,Accounting,Controller,Master's Degree,United States,110000.0,22000.0,0.0,Female
38-41,14,Gaming,Director,Some college,United States,140000.0,22000.0,0.0,Female
38-41,17,Finance,Manager,Bachelor's Degree,United States,82000.0,25000.0,0.0,Female
38-41,12,Hospitality Management,Sales,Bachelor's Degree,United States,85000.0,25000.0,0.0,Female
38-41,10,Hospitality Management,Director Of Sales,Bachelor's Degree,United States,86000.0,25000.0,0.0,Female
38-41,20,Beauty/Cosmetics,Funeral Home Makeup Artist,Bachelor's Degree,United States,105000.0,25000.0,0.0,Female
38-41,16,Oil & Gas,Manager,Master's Degree,Canada,103474.0,18477.5,0.0,Female
38-41,19,Finance,Director,Trade School,United States,140000.0,25000.0,0.0,Female
38-41,11,Information Technology/It,Director,Some college,United States,147000.0,25000.0,0.0,Female
38-41,6,Finance,Accounting,Master's Degree,United States,150000.0,25000.0,0.0,Female
38-41,15,Information Technology/It,Inside Sales Advertising Executive,Bachelor's Degree,United States,160000.0,25000.0,0.0,Female
38-41,5,Medical Sales,Facialist,Master's Degree,United States,60000.0,25000.0,0.0,Female
38-41,17,Finance,Manager,Bachelor's Degree,United States,82000.0,25000.0,0.0,Female
38-41,10,Dance,Account Executive,Some college,United States,125000.0,25000.0,0.0,Female
38-41,16,Finance,Product Safety Engineer,Master's Degree,United States,170000.0,25500.0,0.0,Female
38-41,12,Computer Software,Director,Bachelor's Degree,United States,129000.0,26000.0,0.0,Female
38-41,6,Health Care,Director,Bachelor's Degree,United States,110000.0,27000.0,0.0,Female
38-41,15,Recruitment/Staffing,Manager,Some college,United States,135000.0,27000.0,0.0,Female
38-41,10,Biotech,Account Executive,Bachelor's Degree,United States,80000.0,30000.0,0.0,Female
38-41,7,Health Care,Manager,Some college,United States,105000.0,30000.0,0.0,Female
38-41,16,Utilities,Computer Operations Manager,Some college,United States,123000.0,30000.0,0.0,Female
38-41,16,Utilities,Computer Operations Manager,Some college,United States,123000.0,30000.0,0.0,Female
38-41,18,Insurance,Manager,Bachelor's Degree,United States,135000.0,30000.0,0.0,Female
38-41,16,Retail,Marketing Director,Some college,Canada,110865.0,22173.0,0.0,Female
38-41,17,Marketing,Brand Manager,Bachelor's Degree,United States,150000.0,30000.0,0.0,Female
38-41,15,Construction,Project Manager,Master's Degree,Canada,121958.15,22173.0,0.0,Female
38-41,7,Law/Legal/Attorney,Attorney At Law,Doctoral Degree,United States,170000.0,30000.0,0.0,Female
